"rank","lambda","sketch","mult_prec","n_trials","cov_error_mean","cov_error_sd","transport_error_mean","transport_error_sd","lambda_min_reg_mean","lambda_min_reg_sd","condition_est_mean","condition_est_sd","runtime_mean","runtime_sd","forward_bound","basis_mode"
20,0.01,"gaussian","double",20,0.661475678791089,0.0918266126299601,1.3105698117384,0.105000510401737,0.00999999999999985,3.96677338858103e-17,232.859552792091,48.7582113904181,0.0025,0.00114707866935281,1.53917117501331e-14,"shared"
20,0.01,"gaussian","single",20,0.662563980426522,0.0536748392929796,1.29870552067955,0.0838047491446612,0.00999999999999986,4.41982859556839e-17,239.180434957966,47.4985594511112,0.0035,0.0013572417850766,8.26337710060477e-06,"shared"
