"rank","lambda","sketch","mult_prec","n_trials","cov_error_mean","cov_error_sd","transport_error_mean","transport_error_sd","lambda_min_reg_mean","lambda_min_reg_sd","condition_est_mean","condition_est_sd","runtime_mean","runtime_sd"
20,0.01,"gaussian","double",20,0.651085858270478,0.0644285885384034,1.23786412098519,0.108865490773114,0.00999999999999986,4.22545235267983e-17,236.097500231688,33.1438278266556,0.00625,0.0033853399114106
20,0.1,"gaussian","double",20,0.681148052403105,0.0625278232846565,0.420408708461837,0.0230526085615872,0.0999999999999998,6.47021136493574e-17,25.8378958108962,2.86401855954887,0.00890000000000002,0.0114197428305452
20,1e-04,"gaussian","double",20,0.662563979908049,0.0536748395530483,13.6788892905574,0.851950905862141,9.99999999998317e-05,5.6156584856771e-17,30876.690109549,5723.65438802944,0.00635,0.00208440323404691
20,1e-06,"gaussian","double",20,0.661475678791089,0.0918266126299601,139.160080599776,10.7831686272943,9.99999999859871e-07,3.92955170371981e-17,2992886.17516532,546447.015032988,0.0062,0.00289464114674358
